,loss_train,loss_val
103,181.90077209472656,179.256103515625
104,181.90052795410156,179.25587463378906
105,181.90029907226562,179.2556915283203
106,181.90008544921875,179.2554931640625
107,181.89988708496094,179.2553253173828
108,181.8997344970703,179.25518798828125
109,181.89959716796875,179.2550506591797
110,181.89944458007812,179.25491333007812
111,181.89932250976562,179.2548065185547
112,181.89920043945312,179.25469970703125
113,181.8990936279297,179.25460815429688
114,181.89901733398438,179.25454711914062
115,181.89894104003906,179.25445556640625
116,181.89886474609375,179.25439453125
117,181.89878845214844,179.2543182373047
118,181.8987274169922,179.2542724609375
119,181.898681640625,179.25421142578125
120,181.89862060546875,179.25418090820312
121,181.89857482910156,179.254150390625
122,181.89852905273438,179.25408935546875
123,181.89849853515625,179.2540740966797
124,181.89846801757812,179.25404357910156
125,181.89842224121094,179.25399780273438
126,181.89840698242188,179.25399780273438
127,181.8983917236328,179.2539520263672
128,181.8983612060547,179.2539520263672
129,181.8983612060547,179.25392150878906
130,181.89833068847656,179.25389099121094
131,181.89828491210938,179.25389099121094
132,181.89828491210938,179.25389099121094
133,181.89828491210938,179.2538604736328
134,181.8982696533203,179.2538604736328
135,181.8982391357422,179.25384521484375
136,181.8982391357422,179.25384521484375
137,181.8982391357422,179.25384521484375
138,181.89822387695312,179.25381469726562
139,181.89820861816406,179.2538299560547
140,181.89820861816406,179.25381469726562
141,181.89820861816406,179.2538299560547
142,181.89820861816406,179.25381469726562
143,181.898193359375,179.25381469726562
144,181.898193359375,179.2537841796875
145,181.898193359375,179.2537841796875
146,181.89817810058594,179.2537841796875
147,181.89817810058594,179.2537841796875
148,181.89817810058594,179.2537841796875
149,181.89817810058594,179.2537841796875
150,181.89816284179688,179.2537841796875
151,181.89816284179688,179.2537841796875
152,181.89816284179688,179.2537841796875
153,181.89816284179688,179.2537841796875
154,181.89816284179688,179.2537841796875
155,181.89816284179688,179.2537841796875
156,181.89816284179688,179.2537841796875
157,181.89816284179688,179.2537841796875
158,181.89816284179688,179.2537841796875
159,181.89816284179688,179.2537841796875
160,181.89816284179688,179.2537841796875
161,181.89816284179688,179.2537841796875
162,181.89816284179688,179.2537841796875
163,181.89816284179688,179.2537841796875
164,181.89816284179688,179.2537841796875
165,181.89816284179688,179.2537841796875
166,181.89816284179688,179.2537841796875
167,181.89816284179688,179.2537841796875
168,181.89816284179688,179.2537841796875
169,181.89816284179688,179.2537841796875
170,181.89816284179688,179.2537841796875
171,181.89816284179688,179.2537841796875
172,181.89816284179688,179.2537841796875
173,181.89816284179688,179.2537841796875
174,181.89816284179688,179.2537841796875
175,181.89816284179688,179.2537841796875
176,181.89816284179688,179.2537841796875
177,181.89816284179688,179.2537841796875
178,181.89816284179688,179.2537841796875
179,181.89816284179688,179.2537841796875
180,181.89816284179688,179.2537841796875
181,181.89816284179688,179.2537841796875
182,181.89816284179688,179.2537841796875
183,181.89816284179688,179.2537841796875
184,181.89816284179688,179.2537841796875
185,181.89816284179688,179.2537841796875
186,181.89816284179688,179.2537841796875
187,181.89816284179688,179.2537841796875
188,181.89816284179688,179.2537841796875
189,181.89816284179688,179.2537841796875
190,181.89816284179688,179.2537841796875
191,181.89816284179688,179.2537841796875
192,181.89816284179688,179.2537841796875
193,181.89816284179688,179.2537841796875
194,181.89816284179688,179.2537841796875
195,181.89816284179688,179.2537841796875
196,181.89816284179688,179.2537841796875
197,181.89816284179688,179.2537841796875
198,181.89816284179688,179.2537841796875
199,181.89816284179688,179.2537841796875
200,181.89816284179688,179.2537841796875
201,181.89816284179688,179.2537841796875
202,181.89816284179688,179.2537841796875
203,181.89816284179688,179.2537841796875
204,181.89816284179688,179.2537841796875
205,181.89816284179688,179.2537841796875
206,181.89816284179688,179.2537841796875
207,181.89816284179688,179.2537841796875
208,181.89816284179688,179.2537841796875
209,181.89816284179688,179.2537841796875
210,181.89816284179688,179.2537841796875
211,181.89816284179688,179.2537841796875
212,181.89816284179688,179.2537841796875
213,181.89816284179688,179.2537841796875
214,181.89816284179688,179.2537841796875
215,181.89816284179688,179.2537841796875
216,181.89816284179688,179.2537841796875
217,181.89816284179688,179.2537841796875
218,181.89816284179688,179.2537841796875
219,181.89816284179688,179.2537841796875
220,181.89816284179688,179.2537841796875
221,181.89816284179688,179.2537841796875
222,181.89816284179688,179.2537841796875
223,181.89816284179688,179.2537841796875
224,181.89816284179688,179.2537841796875
225,181.89816284179688,179.2537841796875
226,181.89816284179688,179.2537841796875
227,181.89816284179688,179.2537841796875
228,181.89816284179688,179.2537841796875
229,181.89816284179688,179.2537841796875
230,181.89816284179688,179.2537841796875
231,181.89816284179688,179.2537841796875
232,181.89816284179688,179.2537841796875
233,181.89816284179688,179.2537841796875
234,181.89816284179688,179.2537841796875
235,181.89816284179688,179.2537841796875
236,181.89816284179688,179.2537841796875
237,181.89816284179688,179.2537841796875
238,181.89816284179688,179.2537841796875
239,181.89816284179688,179.2537841796875
240,181.89816284179688,179.2537841796875
241,181.89816284179688,179.2537841796875
242,181.89816284179688,179.2537841796875
243,181.89816284179688,179.2537841796875
244,181.89816284179688,179.2537841796875
245,181.89816284179688,179.2537841796875
246,181.89816284179688,179.2537841796875
247,181.89816284179688,179.2537841796875
248,181.89816284179688,179.2537841796875
249,181.89816284179688,179.2537841796875
250,181.89816284179688,179.2537841796875
251,181.89816284179688,179.2537841796875
252,181.89816284179688,179.2537841796875
253,181.89816284179688,179.2537841796875
254,181.89816284179688,179.2537841796875
255,181.89816284179688,179.2537841796875
256,181.89816284179688,179.2537841796875
257,181.89816284179688,179.2537841796875
258,181.89816284179688,179.2537841796875
259,181.89816284179688,179.2537841796875
260,181.89816284179688,179.2537841796875
261,181.89816284179688,179.2537841796875
262,181.89816284179688,179.2537841796875
263,181.89816284179688,179.2537841796875
264,181.89816284179688,179.2537841796875
265,181.89816284179688,179.2537841796875
266,181.89816284179688,179.2537841796875
267,181.89816284179688,179.2537841796875
268,181.89816284179688,179.2537841796875
269,181.89816284179688,179.2537841796875
270,181.89816284179688,179.2537841796875
271,181.89816284179688,179.2537841796875
272,181.89816284179688,179.2537841796875
273,181.89816284179688,179.2537841796875
274,181.89816284179688,179.2537841796875
275,181.89816284179688,179.2537841796875
276,181.89816284179688,179.2537841796875
277,181.89816284179688,179.2537841796875
278,181.89816284179688,179.2537841796875
279,181.89816284179688,179.2537841796875
280,181.89816284179688,179.2537841796875
281,181.89816284179688,179.2537841796875
282,181.89816284179688,179.2537841796875
283,181.89816284179688,179.2537841796875
284,181.89816284179688,179.2537841796875
285,181.89816284179688,179.2537841796875
286,181.89816284179688,179.2537841796875
287,181.89816284179688,179.2537841796875
288,181.89816284179688,179.2537841796875
289,181.89816284179688,179.2537841796875
290,181.89816284179688,179.2537841796875
291,181.89816284179688,179.2537841796875
292,181.89816284179688,179.2537841796875
293,181.89816284179688,179.2537841796875
294,181.89816284179688,179.2537841796875
295,181.89816284179688,179.2537841796875
296,181.89816284179688,179.2537841796875
297,181.89816284179688,179.2537841796875
298,181.89816284179688,179.2537841796875
299,181.89816284179688,179.2537841796875
300,181.89816284179688,179.2537841796875
301,181.89816284179688,179.2537841796875
302,181.89816284179688,179.2537841796875
303,181.89816284179688,179.2537841796875
304,181.89816284179688,179.2537841796875
305,181.89816284179688,179.2537841796875
306,181.89816284179688,179.2537841796875
307,181.89816284179688,179.2537841796875
308,181.89816284179688,179.2537841796875
309,181.89816284179688,179.2537841796875
310,181.89816284179688,179.2537841796875
311,181.89816284179688,179.2537841796875
312,181.89816284179688,179.2537841796875
313,181.89816284179688,179.2537841796875
314,181.89816284179688,179.2537841796875
315,181.89816284179688,179.2537841796875
316,181.89816284179688,179.2537841796875
317,181.89816284179688,179.2537841796875
318,181.89816284179688,179.2537841796875
319,181.89816284179688,179.2537841796875
320,181.89816284179688,179.2537841796875
321,181.89816284179688,179.2537841796875
322,181.89816284179688,179.2537841796875
323,181.89816284179688,179.2537841796875
324,181.89816284179688,179.2537841796875
325,181.89816284179688,179.2537841796875
326,181.89816284179688,179.2537841796875
327,181.89816284179688,179.2537841796875
328,181.89816284179688,179.2537841796875
329,181.89816284179688,179.2537841796875
330,181.89816284179688,179.2537841796875
331,181.89816284179688,179.2537841796875
332,181.89816284179688,179.2537841796875
333,181.89816284179688,179.2537841796875
334,181.89816284179688,179.2537841796875
335,181.89816284179688,179.2537841796875
336,181.89816284179688,179.2537841796875
337,181.89816284179688,179.2537841796875
338,181.89816284179688,179.2537841796875
339,181.89816284179688,179.2537841796875
340,181.89816284179688,179.2537841796875
341,181.89816284179688,179.2537841796875
342,181.89816284179688,179.2537841796875
343,181.89816284179688,179.2537841796875
344,181.89816284179688,179.2537841796875
345,181.89816284179688,179.2537841796875
346,181.89816284179688,179.2537841796875
347,181.89816284179688,179.2537841796875
348,181.89816284179688,179.2537841796875
349,181.89816284179688,179.2537841796875
350,181.89816284179688,179.2537841796875
351,181.89816284179688,179.2537841796875
352,181.89816284179688,179.2537841796875
353,181.89816284179688,179.2537841796875
354,181.89816284179688,179.2537841796875
355,181.89816284179688,179.2537841796875
356,181.89816284179688,179.2537841796875
357,181.89816284179688,179.2537841796875
358,181.89816284179688,179.2537841796875
359,181.89816284179688,179.2537841796875
360,181.89816284179688,179.2537841796875
361,181.89816284179688,179.2537841796875
362,181.89816284179688,179.2537841796875
363,181.89816284179688,179.2537841796875
364,181.89816284179688,179.2537841796875
365,181.89816284179688,179.2537841796875
366,181.89816284179688,179.2537841796875
367,181.89816284179688,179.2537841796875
368,181.89816284179688,179.2537841796875
369,181.89816284179688,179.2537841796875
370,181.89816284179688,179.2537841796875
371,181.89816284179688,179.2537841796875
372,181.89816284179688,179.2537841796875
373,181.89816284179688,179.2537841796875
374,181.89816284179688,179.2537841796875
375,181.89816284179688,179.2537841796875
376,181.89816284179688,179.2537841796875
377,181.89816284179688,179.2537841796875
378,181.89816284179688,179.2537841796875
379,181.89816284179688,179.2537841796875
380,181.89816284179688,179.2537841796875
381,181.89816284179688,179.2537841796875
382,181.89816284179688,179.2537841796875
383,181.89816284179688,179.2537841796875
384,181.89816284179688,179.2537841796875
385,181.89816284179688,179.2537841796875
386,181.89816284179688,179.2537841796875
387,181.89816284179688,179.2537841796875
388,181.89816284179688,179.2537841796875
389,181.89816284179688,179.2537841796875
390,181.89816284179688,179.2537841796875
391,181.89816284179688,179.2537841796875
392,181.89816284179688,179.2537841796875
393,181.89816284179688,179.2537841796875
394,181.89816284179688,179.2537841796875
395,181.89816284179688,179.2537841796875
396,181.89816284179688,179.2537841796875
397,181.89816284179688,179.2537841796875
398,181.89816284179688,179.2537841796875
399,181.89816284179688,179.2537841796875
400,181.89816284179688,179.2537841796875
401,181.89816284179688,179.2537841796875
402,181.89816284179688,179.2537841796875
403,181.89816284179688,179.2537841796875
404,181.89816284179688,179.2537841796875
405,181.89816284179688,179.2537841796875
406,181.89816284179688,179.2537841796875
407,181.89816284179688,179.2537841796875
408,181.89816284179688,179.2537841796875
409,181.89816284179688,179.2537841796875
410,181.89816284179688,179.2537841796875
411,181.89816284179688,179.2537841796875
412,181.89816284179688,179.2537841796875
413,181.89816284179688,179.2537841796875
414,181.89816284179688,179.2537841796875
415,181.89816284179688,179.2537841796875
416,181.89816284179688,179.2537841796875
417,181.89816284179688,179.2537841796875
418,181.89816284179688,179.2537841796875
419,181.89816284179688,179.2537841796875
420,181.89816284179688,179.2537841796875
421,181.89816284179688,179.2537841796875
422,181.89816284179688,179.2537841796875
423,181.89816284179688,179.2537841796875
424,181.89816284179688,179.2537841796875
425,181.89816284179688,179.2537841796875
426,181.89816284179688,179.2537841796875
427,181.89816284179688,179.2537841796875
428,181.89816284179688,179.2537841796875
429,181.89816284179688,179.2537841796875
430,181.89816284179688,179.2537841796875
431,181.89816284179688,179.2537841796875
432,181.89816284179688,179.2537841796875
433,181.89816284179688,179.2537841796875
434,181.89816284179688,179.2537841796875
435,181.89816284179688,179.2537841796875
436,181.89816284179688,179.2537841796875
437,181.89816284179688,179.2537841796875
438,181.89816284179688,179.2537841796875
439,181.89816284179688,179.2537841796875
440,181.89816284179688,179.2537841796875
441,181.89816284179688,179.2537841796875
442,181.89816284179688,179.2537841796875
443,181.89816284179688,179.2537841796875
444,181.89816284179688,179.2537841796875
445,181.89816284179688,179.2537841796875
446,181.89816284179688,179.2537841796875
447,181.89816284179688,179.2537841796875
448,181.89816284179688,179.2537841796875
449,181.89816284179688,179.2537841796875
450,181.89816284179688,179.2537841796875
451,181.89816284179688,179.2537841796875
452,181.89816284179688,179.2537841796875
453,181.89816284179688,179.2537841796875
454,181.89816284179688,179.2537841796875
455,181.89816284179688,179.2537841796875
456,181.89816284179688,179.2537841796875
457,181.89816284179688,179.2537841796875
458,181.89816284179688,179.2537841796875
459,181.89816284179688,179.2537841796875
460,181.89816284179688,179.2537841796875
461,181.89816284179688,179.2537841796875
462,181.89816284179688,179.2537841796875
463,181.89816284179688,179.2537841796875
464,181.89816284179688,179.2537841796875
465,181.89816284179688,179.2537841796875
466,181.89816284179688,179.2537841796875
467,181.89816284179688,179.2537841796875
468,181.89816284179688,179.2537841796875
469,181.89816284179688,179.2537841796875
470,181.89816284179688,179.2537841796875
471,181.89816284179688,179.2537841796875
472,181.89816284179688,179.2537841796875
473,181.89816284179688,179.2537841796875
474,181.89816284179688,179.2537841796875
475,181.89816284179688,179.2537841796875
476,181.89816284179688,179.2537841796875
477,181.89816284179688,179.2537841796875
478,181.89816284179688,179.2537841796875
479,181.89816284179688,179.2537841796875
480,181.89816284179688,179.2537841796875
481,181.89816284179688,179.2537841796875
482,181.89816284179688,179.2537841796875
483,181.89816284179688,179.2537841796875
484,181.89816284179688,179.2537841796875
485,181.89816284179688,179.2537841796875
486,181.89816284179688,179.2537841796875
487,181.89816284179688,179.2537841796875
488,181.89816284179688,179.2537841796875
489,181.89816284179688,179.2537841796875
490,181.89816284179688,179.2537841796875
491,181.89816284179688,179.2537841796875
492,181.89816284179688,179.2537841796875
493,181.89816284179688,179.2537841796875
494,181.89816284179688,179.2537841796875
495,181.89816284179688,179.2537841796875
496,181.89816284179688,179.2537841796875
497,181.89816284179688,179.2537841796875
498,181.89816284179688,179.2537841796875
499,181.89816284179688,179.2537841796875
500,181.89816284179688,179.2537841796875
501,181.89816284179688,179.2537841796875
502,181.89816284179688,179.2537841796875
503,181.89816284179688,179.2537841796875
504,181.89816284179688,179.2537841796875
505,181.89816284179688,179.2537841796875
506,181.89816284179688,179.2537841796875
507,181.89816284179688,179.2537841796875
508,181.89816284179688,179.2537841796875
509,181.89816284179688,179.2537841796875
510,181.89816284179688,179.2537841796875
511,181.89816284179688,179.2537841796875
512,181.89816284179688,179.2537841796875
513,181.89816284179688,179.2537841796875
514,181.89816284179688,179.2537841796875
515,181.89816284179688,179.2537841796875
516,181.89816284179688,179.2537841796875
517,181.89816284179688,179.2537841796875
518,181.89816284179688,179.2537841796875
519,181.89816284179688,179.2537841796875
520,181.89816284179688,179.2537841796875
521,181.89816284179688,179.2537841796875
522,181.89816284179688,179.2537841796875
523,181.89816284179688,179.2537841796875
524,181.89816284179688,179.2537841796875
525,181.89816284179688,179.2537841796875
526,181.89816284179688,179.2537841796875
527,181.89816284179688,179.2537841796875
528,181.89816284179688,179.2537841796875
529,181.89816284179688,179.2537841796875
530,181.89816284179688,179.2537841796875
531,181.89816284179688,179.2537841796875
532,181.89816284179688,179.2537841796875
533,181.89816284179688,179.2537841796875
534,181.89816284179688,179.2537841796875
535,181.89816284179688,179.2537841796875
536,181.89816284179688,179.2537841796875
537,181.89816284179688,179.2537841796875
538,181.89816284179688,179.2537841796875
539,181.89816284179688,179.2537841796875
540,181.89816284179688,179.2537841796875
541,181.89816284179688,179.2537841796875
542,181.89816284179688,179.2537841796875
543,181.89816284179688,179.2537841796875
544,181.89816284179688,179.2537841796875
545,181.89816284179688,179.2537841796875
546,181.89816284179688,179.2537841796875
547,181.89816284179688,179.2537841796875
548,181.89816284179688,179.2537841796875
549,181.89816284179688,179.2537841796875
550,181.89816284179688,179.2537841796875
551,181.89816284179688,179.2537841796875
552,181.89816284179688,179.2537841796875
553,181.89816284179688,179.2537841796875
554,181.89816284179688,179.2537841796875
555,181.89816284179688,179.2537841796875
556,181.89816284179688,179.2537841796875
557,181.89816284179688,179.2537841796875
558,181.89816284179688,179.2537841796875
559,181.89816284179688,179.2537841796875
560,181.89816284179688,179.2537841796875
561,181.89816284179688,179.2537841796875
562,181.89816284179688,179.2537841796875
563,181.89816284179688,179.2537841796875
564,181.89816284179688,179.2537841796875
565,181.89816284179688,179.2537841796875
566,181.89816284179688,179.2537841796875
567,181.89816284179688,179.2537841796875
568,181.89816284179688,179.2537841796875
569,181.89816284179688,179.2537841796875
570,181.89816284179688,179.2537841796875
571,181.89816284179688,179.2537841796875
572,181.89816284179688,179.2537841796875
573,181.89816284179688,179.2537841796875
574,181.89816284179688,179.2537841796875
575,181.89816284179688,179.2537841796875
576,181.89816284179688,179.2537841796875
577,181.89816284179688,179.2537841796875
578,181.89816284179688,179.2537841796875
579,181.89816284179688,179.2537841796875
580,181.89816284179688,179.2537841796875
581,181.89816284179688,179.2537841796875
582,181.89816284179688,179.2537841796875
583,181.89816284179688,179.2537841796875
584,181.89816284179688,179.2537841796875
585,181.89816284179688,179.2537841796875
586,181.89816284179688,179.2537841796875
587,181.89816284179688,179.2537841796875
588,181.89816284179688,179.2537841796875
589,181.89816284179688,179.2537841796875
590,181.89816284179688,179.2537841796875
591,181.89816284179688,179.2537841796875
592,181.89816284179688,179.2537841796875
593,181.89816284179688,179.2537841796875
594,181.89816284179688,179.2537841796875
595,181.89816284179688,179.2537841796875
596,181.89816284179688,179.2537841796875
597,181.89816284179688,179.2537841796875
598,181.89816284179688,179.2537841796875
599,181.89816284179688,179.2537841796875
600,181.89816284179688,179.2537841796875
601,181.89816284179688,179.2537841796875
602,181.89816284179688,179.2537841796875
603,181.89816284179688,179.2537841796875
604,181.89816284179688,179.2537841796875
605,181.89816284179688,179.2537841796875
606,181.89816284179688,179.2537841796875
607,181.89816284179688,179.2537841796875
608,181.89816284179688,179.2537841796875
609,181.89816284179688,179.2537841796875
610,181.89816284179688,179.2537841796875
611,181.89816284179688,179.2537841796875
612,181.89816284179688,179.2537841796875
613,181.89816284179688,179.2537841796875
614,181.89816284179688,179.2537841796875
615,181.89816284179688,179.2537841796875
616,181.89816284179688,179.2537841796875
617,181.89816284179688,179.2537841796875
618,181.89816284179688,179.2537841796875
619,181.89816284179688,179.2537841796875
620,181.89816284179688,179.2537841796875
621,181.89816284179688,179.2537841796875
622,181.89816284179688,179.2537841796875
623,181.89816284179688,179.2537841796875
624,181.89816284179688,179.2537841796875
625,181.89816284179688,179.2537841796875
626,181.89816284179688,179.2537841796875
627,181.89816284179688,179.2537841796875
628,181.89816284179688,179.2537841796875
629,181.89816284179688,179.2537841796875
630,181.89816284179688,179.2537841796875
631,181.89816284179688,179.2537841796875
632,181.89816284179688,179.2537841796875
633,181.89816284179688,179.2537841796875
634,181.89816284179688,179.2537841796875
635,181.89816284179688,179.2537841796875
636,181.89816284179688,179.2537841796875
637,181.89816284179688,179.2537841796875
638,181.89816284179688,179.2537841796875
639,181.89816284179688,179.2537841796875
640,181.89816284179688,179.2537841796875
641,181.89816284179688,179.2537841796875
642,181.89816284179688,179.2537841796875
643,181.89816284179688,179.2537841796875
644,181.89816284179688,179.2537841796875
645,181.89816284179688,179.2537841796875
646,181.89816284179688,179.2537841796875
647,181.89816284179688,179.2537841796875
648,181.89816284179688,179.2537841796875
649,181.89816284179688,179.2537841796875
650,181.89816284179688,179.2537841796875
651,181.89816284179688,179.2537841796875
652,181.89816284179688,179.2537841796875
653,181.89816284179688,179.2537841796875
654,181.89816284179688,179.2537841796875
655,181.89816284179688,179.2537841796875
656,181.89816284179688,179.2537841796875
657,181.89816284179688,179.2537841796875
658,181.89816284179688,179.2537841796875
659,181.89816284179688,179.2537841796875
660,181.89816284179688,179.2537841796875
661,181.89816284179688,179.2537841796875
662,181.89816284179688,179.2537841796875
663,181.89816284179688,179.2537841796875
664,181.89816284179688,179.2537841796875
665,181.89816284179688,179.2537841796875
666,181.89816284179688,179.2537841796875
667,181.89816284179688,179.2537841796875
668,181.89816284179688,179.2537841796875
669,181.89816284179688,179.2537841796875
670,181.89816284179688,179.2537841796875
671,181.89816284179688,179.2537841796875
672,181.89816284179688,179.2537841796875
673,181.89816284179688,179.2537841796875
674,181.89816284179688,179.2537841796875
675,181.89816284179688,179.2537841796875
676,181.89816284179688,179.2537841796875
677,181.89816284179688,179.2537841796875
678,181.89816284179688,179.2537841796875
679,181.89816284179688,179.2537841796875
680,181.89816284179688,179.2537841796875
681,181.89816284179688,179.2537841796875
682,181.89816284179688,179.2537841796875
683,181.89816284179688,179.2537841796875
684,181.89816284179688,179.2537841796875
685,181.89816284179688,179.2537841796875
686,181.89816284179688,179.2537841796875
687,181.89816284179688,179.2537841796875
688,181.89816284179688,179.2537841796875
689,181.89816284179688,179.2537841796875
690,181.89816284179688,179.2537841796875
691,181.89816284179688,179.2537841796875
692,181.89816284179688,179.2537841796875
693,181.89816284179688,179.2537841796875
694,181.89816284179688,179.2537841796875
695,181.89816284179688,179.2537841796875
696,181.89816284179688,179.2537841796875
697,181.89816284179688,179.2537841796875
698,181.89816284179688,179.2537841796875
699,181.89816284179688,179.2537841796875
700,181.89816284179688,179.2537841796875
701,181.89816284179688,179.2537841796875
702,181.89816284179688,179.2537841796875
703,181.89816284179688,179.2537841796875
704,181.89816284179688,179.2537841796875
705,181.89816284179688,179.2537841796875
706,181.89816284179688,179.2537841796875
707,181.89816284179688,179.2537841796875
708,181.89816284179688,179.2537841796875
709,181.89816284179688,179.2537841796875
710,181.89816284179688,179.2537841796875
711,181.89816284179688,179.2537841796875
712,181.89816284179688,179.2537841796875
713,181.89816284179688,179.2537841796875
714,181.89816284179688,179.2537841796875
715,181.89816284179688,179.2537841796875
716,181.89816284179688,179.2537841796875
717,181.89816284179688,179.2537841796875
718,181.89816284179688,179.2537841796875
719,181.89816284179688,179.2537841796875
720,181.89816284179688,179.2537841796875
721,181.89816284179688,179.2537841796875
722,181.89816284179688,179.2537841796875
723,181.89816284179688,179.2537841796875
724,181.89816284179688,179.2537841796875
725,181.89816284179688,179.2537841796875
726,181.89816284179688,179.2537841796875
727,181.89816284179688,179.2537841796875
728,181.89816284179688,179.2537841796875
729,181.89816284179688,179.2537841796875
730,181.89816284179688,179.2537841796875
731,181.89816284179688,179.2537841796875
732,181.89816284179688,179.2537841796875
733,181.89816284179688,179.2537841796875
734,181.89816284179688,179.2537841796875
735,181.89816284179688,179.2537841796875
736,181.89816284179688,179.2537841796875
737,181.89816284179688,179.2537841796875
738,181.89816284179688,179.2537841796875
739,181.89816284179688,179.2537841796875
740,181.89816284179688,179.2537841796875
741,181.89816284179688,179.2537841796875
742,181.89816284179688,179.2537841796875
743,181.89816284179688,179.2537841796875
744,181.89816284179688,179.2537841796875
745,181.89816284179688,179.2537841796875
746,181.89816284179688,179.2537841796875
747,181.89816284179688,179.2537841796875
748,181.89816284179688,179.2537841796875
749,181.89816284179688,179.2537841796875
750,181.89816284179688,179.2537841796875
751,181.89816284179688,179.2537841796875
752,181.89816284179688,179.2537841796875
753,181.89816284179688,179.2537841796875
754,181.89816284179688,179.2537841796875
755,181.89816284179688,179.2537841796875
756,181.89816284179688,179.2537841796875
757,181.89816284179688,179.2537841796875
758,181.89816284179688,179.2537841796875
759,181.89816284179688,179.2537841796875
760,181.89816284179688,179.2537841796875
761,181.89816284179688,179.2537841796875
762,181.89816284179688,179.2537841796875
763,181.89816284179688,179.2537841796875
764,181.89816284179688,179.2537841796875
765,181.89816284179688,179.2537841796875
766,181.89816284179688,179.2537841796875
767,181.89816284179688,179.2537841796875
768,181.89816284179688,179.2537841796875
769,181.89816284179688,179.2537841796875
770,181.89816284179688,179.2537841796875
771,181.89816284179688,179.2537841796875
772,181.89816284179688,179.2537841796875
773,181.89816284179688,179.2537841796875
774,181.89816284179688,179.2537841796875
775,181.89816284179688,179.2537841796875
